Genbank.ClusterNum	PKS_KS	PKS_KR	PKS_DH	PKS_ER
CP011686.6	0	0	0	0
CP011686.7	0	0	0	0
CP011686.8	11	11	4	0
CP011686.9	14	9	7	0
CP011773.1	2	3	1	1
CP011773.10	0	0	0	0
CP011773.11	0	0	0	0
CP011773.12	0	0	0	0
CP011773.13	0	0	0	0
CP011773.14	1	1	1	1
CP011773.15	0	0	0	0
CP011773.16	0	0	0	0
CP011773.17	0	0	0	0
CP011773.18	0	0	0	0
CP011773.19	1	0	0	0
CP011773.2	0	0	0	1
CP011773.20	1	2	1	1
CP011773.3	0	0	0	0
CP011773.4	0	0	0	0
CP011773.5	0	0	0	0
CP011773.6	0	0	0	0
CP011773.7	0	0	0	0
CP011773.8	0	0	0	0
CP011773.9	1	2	1	1
CP011798.1	0	0	0	0
CP011798.2	0	3	0	0
CP011798.3	0	0	0	0
CP011798.4	0	0	0	0
CP011798.5	0	0	0	0
CP011798.6	0	0	0	0
CP011799.1	0	0	0	1
CP011799.10	5	5	5	0
CP011799.11	2	2	1	1
CP011799.12	2	1	1	0
CP011799.13	0	0	0	0
CP011799.14	0	0	0	0
CP011799.15	0	0	0	0
CP011799.16	0	0	0	0
CP011799.17	0	0	0	0
CP011799.18	0	0	0	0
CP011799.19	1	1	0	1
CP011799.2	0	0	0	0
CP011799.20	0	0	0	0
CP011799.21	0	0	0	0
CP011799.22	3	3	3	2
CP011799.23	0	0	0	0
CP011799.24	0	0	0	0
CP011799.25	0	0	0	0
CP011799.26	4	4	4	0
CP011799.27	0	0	0	0
CP011799.28	0	0	0	0
CP011799.29	0	0	0	0
CP011799.3	0	1	0	0
CP011799.30	0	0	0	0
CP011799.31	0	0	0	1
CP011799.32	2	3	1	0
CP011799.33	0	0	0	0
CP011799.34	0	0	0	0
CP011799.35	0	0	0	0
CP011799.36	0	0	0	0
CP011799.37	0	0	0	0
CP011799.38	0	0	0	0
CP011799.39	0	0	0	0
CP011799.4	0	0	0	0
CP011799.5	0	0	0	0
CP011799.6	0	0	0	0
CP011799.7	0	0	0	0
CP011799.8	0	0	0	0
CP011799.9	0	0	0	0
CP011801.1	0	0	0	0
CP011801.10	0	0	0	0
CP011801.11	0	0	0	0
CP011801.12	0	0	0	0
CP011801.2	0	0	0	0
CP011801.3	0	0	0	0
CP011801.4	0	0	0	0
CP011801.5	0	0	0	0
CP011801.6	0	0	0	0
CP011801.7	0	0	0	0
CP011801.8	0	0	0	0
CP011801.9	0	0	0	0
CP011853.1	1	0	0	0
CP011853.10	0	1	0	0
CP011853.11	1	1	0	0
CP011853.12	0	0	0	0
CP011853.2	0	0	0	0
CP011853.3	0	0	0	0
CP011853.4	0	0	0	0
CP011853.5	0	0	0	0
CP011853.6	0	0	0	0
CP011853.7	0	1	0	1
CP011853.8	0	0	0	0
CP011853.9	0	0	0	0
CP011862.1	4	2	1	2
CP011862.10	0	0	0	0
CP011862.11	0	1	0	1
CP011862.2	1	0	0	0
CP011862.3	0	0	0	0
CP011862.4	1	1	0	0
CP011862.5	0	0	0	0
CP011862.6	0	0	0	0
CP011862.7	0	0	0	0
CP011862.8	0	0	0	0
CP011862.9	0	0	0	0
CP011868.1	0	0	0	1
CP011868.10	0	1	0	0
CP011868.11	0	0	0	0
CP011868.12	0	0	0	0
CP011868.13	0	0	0	0
CP011868.14	0	1	0	0
CP011868.15	0	0	0	0
CP011868.2	0	0	0	0
CP011868.3	13	11	5	0
CP011868.4	0	0	0	0
CP011868.5	0	0	0	0
CP011868.6	0	0	0	0
CP011868.7	0	0	0	0
CP011868.8	0	1	0	0
CP011868.9	0	0	0	0
CP011869.1	1	1	0	0
CP011883.1	0	0	0	0
CP011883.10	0	0	0	0
CP011883.11	1	1	1	1
CP011883.12	0	0	0	0
CP011883.13	5	4	3	1
CP011883.14	2	2	2	2
CP011883.15	1	0	0	0
CP011883.2	0	0	0	0
CP011883.3	0	0	0	0
CP011883.4	0	0	0	0
CP011883.5	1	3	1	1
CP011883.6	2	2	2	2
CP011883.7	0	0	0	0
CP011883.8	2	2	2	2
CP011883.9	0	0	0	0
CP011914.1	0	0	0	0
CP011914.2	0	0	0	0
CP011914.3	0	0	0	0
CP011914.4	0	0	0	0
CP011914.5	0	0	0	0
CP011922.1	0	0	0	0
CP011922.2	0	0	0	0
CP011922.3	0	0	0	0
CP011922.4	0	0	0	0
CP011922.5	0	0	0	0
CP011922.6	0	0	0	0
CP011946.1	0	0	0	0
CP011946.2	0	0	0	0
CP011946.3	0	0	0	0
CP011946.4	0	0	0	0
CP011946.5	0	0	0	0
CP011946.6	0	1	0	0
CP011946.7	0	0	0	0
CP011957.1	0	0	0	0
CP011957.2	0	0	0	0
CP011957.3	0	0	0	0
CP011957.4	0	0	0	0
CP011957.5	0	0	0	0
CP011957.6	0	0	0	0
CP011957.7	0	0	0	0
CP011959.1	0	0	0	0
CP011959.2	0	0	0	0
CP011959.3	0	0	0	0
CP011959.4	0	0	0	0
CP011959.5	0	0	0	0
CP011959.6	0	0	0	0
CP011959.7	0	0	0	0
CP011960.1	0	0	0	0
CP011960.2	0	0	0	0
CP011960.3	0	0	0	0
CP011960.4	0	0	0	0
CP011960.5	0	0	0	0
CP011960.6	0	0	0	0
CP011960.7	0	0	0	0
CP011966.1	2	0	0	0
CP011966.2	0	0	0	0
CP011966.3	0	0	0	0
CP011966.4	1	1	0	0
CP011966.5	0	0	0	0
CP011966.6	0	0	0	0
CP011966.7	0	0	0	0
CP011972.1	0	0	0	0
CP011972.10	0	0	0	0
CP011972.11	0	0	0	0
CP011972.12	0	0	0	0
CP011972.2	0	0	0	0
CP011972.3	0	0	0	0
CP011972.4	0	0	0	0
CP011972.5	0	0	0	0
CP011972.6	1	1	0	1
CP011972.7	0	0	0	0
CP011972.8	0	0	0	0
CP011972.9	0	0	0	0
CP011974.1	0	0	0	0
CP011974.10	0	1	0	0
CP011974.2	0	0	0	0
CP011974.3	0	0	0	0
CP011974.4	0	0	0	0
CP011974.5	0	0	0	0
CP011974.6	0	0	0	0
CP011974.7	1	0	0	0
CP011974.8	0	0	0	0
CP011974.9	0	0	0	0
CP012001.1	0	0	0	0
CP012001.10	0	0	0	0
CP012001.11	0	0	0	0
CP012001.12	0	0	0	0
CP012001.13	0	0	0	0
CP012001.14	0	0	0	0
CP012001.15	0	0	0	0
CP012001.16	0	0	0	0
CP012001.17	0	0	0	0
CP012001.18	0	0	0	0
CP012001.2	0	0	0	0
CP012001.3	0	0	0	0
CP012001.4	0	0	0	0
CP012001.5	0	2	0	0
CP012001.6	0	0	0	0
CP012001.7	0	0	0	0
CP012001.8	0	0	0	0
CP012001.9	0	0	0	0
CP012036.1	0	0	0	0
CP012036.10	2	3	1	2
CP012036.11	0	0	0	0
CP012036.12	0	0	0	0
CP012036.13	3	3	0	0
CP012036.14	0	0	0	0
CP012036.15	0	0	0	0
CP012036.16	0	0	0	0
CP012036.17	0	0	0	0
CP012036.18	0	0	0	0
CP012036.19	0	0	0	0
CP012036.2	0	0	0	0
CP012036.3	0	0	0	0
CP012036.4	0	0	0	0
CP012036.5	0	0	0	0
CP012036.6	0	0	0	0
CP012036.7	0	0	0	0
CP012036.8	2	1	0	0
CP012036.9	0	0	0	0
CP012038.1	0	0	0	0
CP012038.2	0	0	0	0
CP012038.3	0	0	0	0
CP012038.4	0	0	0	0
CP012038.5	0	0	0	0
CP012040.1	0	0	0	0
CP012040.10	0	0	0	0
CP012040.11	0	0	0	0
CP012040.12	0	0	0	0
CP012040.2	0	0	0	0
CP012040.3	0	0	0	0
CP012040.4	0	0	0	0
CP012040.5	0	0	0	0
CP012040.6	0	0	0	0
CP012040.7	0	0	0	0
CP012040.8	0	0	0	0
CP012040.9	0	0	0	0
CP012044.1	1	2	0	0
CP012044.10	1	2	0	0
CP012044.11	0	0	0	0
CP012044.12	2	1	0	0
CP012044.13	0	0	0	0
CP012044.14	0	0	0	0
CP012044.15	0	0	0	0
CP012044.16	1	1	1	1
CP012044.17	0	0	0	1
CP012044.18	0	0	0	0
CP012044.19	0	0	0	0
CP012044.2	0	0	0	0
CP012044.20	0	0	0	0
CP012044.21	0	0	0	0
CP012044.22	0	3	0	0
CP012044.23	0	0	0	0
CP012044.3	0	0	0	0
CP012044.4	0	0	0	0
CP012044.5	0	0	0	0
CP012044.6	0	0	0	0
CP012044.7	0	0	0	0
CP012044.8	0	0	0	0
CP012044.9	0	0	0	0
CP012076.1	0	0	0	0
CP012076.2	0	0	0	0
CP012076.3	0	0	0	0
CP012076.4	0	0	0	0
CP012076.5	0	0	0	0
CP012076.6	1	2	1	1
CP012076.7	0	0	0	0
CP012077.1	0	0	0	0
CP012077.2	0	0	0	0
CP012077.3	0	0	0	0
CP012077.4	0	0	0	0
CP012077.5	0	0	0	0
CP012077.6	1	2	1	1
CP012077.7	0	0	0	0
CP012093.1	2	2	0	0
CP012093.10	0	0	0	0
CP012093.11	1	1	0	0
CP012093.12	0	0	0	0
CP012093.13	0	0	0	0
CP012093.14	0	0	0	0
CP012093.15	0	0	0	0
CP012093.2	0	0	0	0
CP012093.3	1	2	0	1
CP012093.4	0	0	0	0
CP012093.5	0	0	0	0
CP012093.6	0	0	0	0
CP012093.7	0	0	0	0
CP012093.8	0	0	0	0
CP012093.9	0	0	0	0
CP012094.1	0	0	0	0
CP012094.2	0	0	0	0
CP012094.3	0	0	0	0
CP012094.4	0	0	0	0
CP012094.5	0	0	0	0
CP012094.6	0	0	0	0
CP012094.7	0	0	0	0
CP012094.8	1	2	1	1
CP012109.1	0	0	0	0
CP012109.10	10	9	6	1
CP012109.11	1	0	0	0
CP012109.12	6	5	4	0
CP012109.13	0	0	0	0
CP012109.14	8	4	2	0
CP012109.15	0	0	0	0
CP012109.16	1	1	1	1
CP012109.17	0	0	0	0
CP012109.18	1	0	0	0
CP012109.19	1	0	0	0
CP012109.2	0	0	0	0
CP012109.20	1	0	0	0
CP012109.21	0	0	0	0
CP012109.22	0	0	0	0
CP012109.23	0	0	0	0
CP012109.24	0	0	0	0
CP012109.25	0	0	0	0
CP012109.26	2	1	1	1
CP012109.27	0	0	0	0
CP012109.28	0	0	0	0
CP012109.29	0	0	0	0
CP012109.3	0	0	0	0
CP012109.30	0	0	0	0
CP012109.31	0	0	0	0
CP012109.32	0	0	0	0
CP012109.33	0	0	0	0
CP012109.34	0	0	0	0
CP012109.35	0	0	0	0
CP012109.36	0	0	0	0
CP012109.37	0	0	0	0
CP012109.4	0	0	0	0
CP012109.5	0	0	0	0
CP012109.6	0	0	0	0
CP012109.7	0	0	0	0
CP012109.8	0	0	0	0
CP012109.9	0	0	0	0
CP012150.1	0	0	0	0
CP012150.10	2	3	1	1
CP012150.11	1	1	0	0
CP012150.12	0	0	0	0
CP012150.13	0	0	0	0
CP012150.14	0	0	0	0
CP012150.15	1	3	1	1
CP012150.16	0	0	0	0
CP012150.17	0	0	0	0
CP012150.18	0	0	0	0
CP012150.19	0	0	0	0
CP012150.2	0	0	0	0
CP012150.20	0	0	0	0
CP012150.3	1	0	0	0
CP012150.4	0	0	0	0
CP012150.5	0	0	0	0
CP012150.6	0	0	0	0
CP012150.7	0	0	0	0
CP012150.8	0	0	0	0
CP012150.9	0	0	0	0
CP012159.1	1	1	0	0
CP012159.10	1	4	1	0
CP012159.11	0	0	0	0
CP012159.12	0	0	0	0
CP012159.13	6	5	3	0
CP012159.14	0	0	0	0
CP012159.15	0	0	0	0
CP012159.16	1	2	0	0
CP012159.17	0	0	0	0
CP012159.18	0	0	0	0
CP012159.19	0	0	0	0
CP012159.2	0	0	0	0
CP012159.20	0	0	0	0
CP012159.21	3	3	3	1
CP012159.22	5	5	4	1
CP012159.23	1	2	1	0
CP012159.24	0	0	0	0
CP012159.25	7	8	4	1
CP012159.26	1	2	0	0
CP012159.27	10	10	4	1
CP012159.28	11	8	5	3
CP012159.29	1	0	0	1
CP012159.3	0	0	0	0
CP012159.30	0	0	0	0
CP012159.31	0	0	0	0
CP012159.32	0	0	0	0
CP012159.33	0	0	0	0
CP012159.34	0	0	0	0
CP012159.35	0	0	0	0
CP012159.36	0	0	0	0
CP012159.37	0	1	0	0
CP012159.38	0	0	0	0
CP012159.39	0	0	0	0
CP012159.4	1	0	0	0
CP012159.40	0	0	0	0
CP012159.41	1	0	0	0
CP012159.42	0	0	0	0
CP012159.43	1	0	0	1
CP012159.44	0	0	0	0
CP012159.5	0	0	0	0
CP012159.6	0	0	0	0
CP012159.7	0	0	0	0
CP012159.8	0	0	0	0
CP012159.9	0	0	0	0
CP012162.1	0	3	0	0
CP012162.2	0	0	0	0
CP012162.3	0	0	0	0
CP012162.4	0	0	0	0
CP012162.5	0	0	0	0
CP012162.6	0	0	0	0
CP012165.1	0	0	0	0
CP012165.2	0	0	0	0
CP012165.3	0	2	0	0
CP012165.4	0	0	0	0
CP012165.5	0	0	0	0
CP012165.6	0	0	0	0
CP012165.7	0	0	0	0
CP012181.1	0	0	0	0
CP012181.10	0	0	0	0
CP012181.11	0	0	0	0
CP012181.12	0	0	0	0
CP012181.2	0	0	0	0
CP012181.3	0	0	0	0
CP012181.4	0	0	0	0
CP012181.5	0	0	0	0
CP012181.6	0	0	0	0
CP012181.7	6	5	4	0
CP012181.8	0	0	0	0
CP012181.9	0	0	0	0
CP012182.1	0	0	0	0
CP012182.2	0	0	0	0
CP012182.3	1	5	0	0
CP012184.1	0	0	0	0
CP012184.10	0	0	0	0
CP012184.11	12	12	2	0
CP012184.12	0	0	0	0
CP012184.2	0	0	0	0
CP012184.3	0	0	0	0
CP012184.4	0	0	0	0
CP012184.5	0	0	0	0
CP012184.6	0	0	0	0
CP012184.7	0	0	0	0
CP012184.8	0	0	0	0
CP012184.9	0	0	0	0
CP012192.1	0	1	0	0
CP012192.2	0	0	0	0
CP012192.3	0	0	0	0
CP012192.4	0	0	0	0
CP012201.1	0	0	0	0
CP012201.10	0	0	0	0
CP012201.11	0	0	0	0
CP012201.12	0	0	0	0
CP012201.13	0	0	0	0
CP012201.14	0	0	0	0
CP012201.15	0	0	0	0
CP012201.16	0	0	0	0
CP012201.17	0	0	0	0
CP012201.2	1	1	0	0
CP012201.3	0	0	0	0
CP012201.4	1	1	0	0
CP012201.5	0	0	0	0
CP012201.6	6	5	0	0
CP012201.7	11	6	5	0
CP012201.8	2	0	1	0
CP012201.9	1	1	0	0
CP012251.1	0	2	0	0
CP012251.10	0	1	0	0
CP012251.2	0	0	0	0
CP012251.3	0	0	0	0
CP012251.4	0	0	0	0
CP012251.5	0	0	0	0
CP012251.6	0	0	0	0
CP012251.7	1	1	0	0
CP012251.8	0	0	0	0
CP012251.9	0	0	0	0
CP012252.1	0	0	0	0
CP012252.2	0	0	0	0
CP012252.3	0	0	0	0
CP012252.4	0	0	0	0
CP012252.5	0	4	0	0
CP012252.6	0	0	0	0
CP012257.1	0	1	0	1
CP012257.2	0	0	0	0
CP012257.3	0	0	0	0
CP012257.4	0	0	0	0
CP012257.5	0	0	0	0
CP012257.6	0	0	0	0
CP012264.1	0	1	0	1
CP012264.2	0	0	0	0
CP012264.3	0	0	0	0
CP012264.4	0	0	0	0
CP012264.5	0	0	0	0
CP012264.6	0	0	0	0
CP012266.1	0	0	0	1
CP012266.2	0	0	0	0
CP012266.3	0	0	0	0
CP012266.4	0	0	0	0
CP012266.5	0	0	0	0
CP012266.6	0	0	0	0
CP012266.7	0	0	0	0
CP012268.1	0	0	0	0
CP012268.2	0	0	0	0
CP012268.3	0	0	0	0
CP012268.4	0	0	0	0
CP012268.5	0	0	0	0
CP012268.6	0	1	0	1
CP012329.1	0	2	0	0
CP012329.10	0	0	0	0
CP012329.2	0	0	0	0
CP012329.3	0	0	0	0
CP012329.4	0	0	0	0
CP012329.5	0	0	0	0
CP012329.6	0	0	0	0
CP012329.7	0	0	0	0
CP012329.8	0	0	0	0
CP012329.9	0	0	0	0
CP012332.1	0	0	0	0
CP012332.2	0	0	0	0
CP012332.3	0	0	0	0
CP012332.4	3	1	1	0
CP012332.5	0	0	0	0
CP012332.6	0	0	0	0
CP012333.1	0	0	0	0
CP012333.10	0	0	0	0
CP012333.11	0	0	0	0
CP012333.12	0	0	0	0
CP012333.13	0	0	0	0
CP012333.14	0	0	0	0
CP012333.15	0	0	0	0
CP012333.16	0	0	0	0
CP012333.17	0	0	0	0
CP012333.18	0	0	0	0
CP012333.19	0	0	0	0
CP012333.2	0	0	0	0
CP012333.20	0	0	0	0
CP012333.21	0	0	0	0
CP012333.22	0	0	0	0
CP012333.23	0	0	0	0
CP012333.24	0	0	0	0
CP012333.3	0	0	0	0
CP012333.4	0	0	0	0
CP012333.5	2	1	0	0
CP012333.6	0	0	0	0
CP012333.7	0	0	0	0
CP012333.8	1	1	0	0
CP012333.9	0	0	0	0
CP012342.1	0	0	0	0
CP012342.2	0	0	0	0
CP012342.3	0	0	0	0
CP012342.4	1	0	0	0
CP012342.5	0	0	0	0
CP012351.1	0	0	0	0
CP012351.2	0	0	0	0
CP012351.3	0	0	0	0
CP012351.4	0	0	0	0
CP012371.1	0	0	0	0
CP012371.10	0	0	0	0
CP012371.11	0	0	0	0
CP012371.12	0	0	0	0
CP012371.2	0	0	0	0
CP012371.3	0	0	0	0
CP012371.4	0	0	0	0
CP012371.5	0	0	0	0
CP012371.6	0	0	0	0
CP012371.7	0	0	0	0
CP012371.8	0	0	0	0
CP012371.9	0	0	0	0
CP012373.1	0	0	0	0
CP012373.2	0	0	0	0
CP012373.3	0	0	0	0
CP012373.4	0	0	0	0
CP012373.5	0	0	0	0
CP012382.1	0	0	0	0
CP012382.10	0	0	0	0
CP012382.11	0	1	0	0
CP012382.12	0	0	0	0
CP012382.13	0	0	0	0
CP012382.14	0	0	0	0
CP012382.15	8	7	3	2
CP012382.16	0	0	0	0
CP012382.17	0	0	0	0
CP012382.18	0	0	0	0
CP012382.19	0	0	0	0
CP012382.2	0	0	0	0
CP012382.20	0	0	0	0
CP012382.21	0	0	0	0
CP012382.22	0	0	0	1
CP012382.23	0	0	0	0
CP012382.24	0	0	0	0
CP012382.25	0	0	0	0
CP012382.26	0	0	0	0
CP012382.27	0	0	0	0
CP012382.28	25	25	6	5
CP012382.29	0	0	0	0
CP012382.3	1	3	0	2
CP012382.30	2	3	1	2
CP012382.31	0	0	0	0
CP012382.32	0	0	0	0
CP012382.4	0	0	0	0
CP012382.5	0	0	0	0
CP012382.6	0	0	0	0
CP012382.7	0	0	0	0
CP012382.8	0	0	0	0
CP012382.9	0	0	0	0
CP012390.1	1	0	0	0
CP012390.2	0	0	0	0
CP012398.1	0	2	0	1
CP012398.10	0	0	0	0
CP012398.11	0	0	0	0
CP012398.2	0	0	0	0
CP012398.3	0	0	0	0
CP012398.4	0	0	0	0
CP012398.5	0	0	0	0
CP012398.6	0	0	0	0
CP012398.7	0	0	0	0
CP012398.8	0	0	0	0
CP012398.9	0	0	0	0
CP012516.1	0	0	0	0
CP012516.10	9	3	0	0
CP012516.11	4	2	0	0
CP012516.12	1	2	0	1
CP012516.13	0	0	0	0
CP012516.14	0	0	0	0
CP012516.15	0	0	0	0
CP012516.16	0	0	0	0
CP012516.2	0	0	0	0
CP012516.3	0	0	0	0
CP012516.4	3	2	0	0
CP012516.5	0	0	0	0
CP012516.6	0	0	0	0
CP012516.7	0	0	0	0
CP012516.8	0	0	0	0
CP012516.9	0	0	0	0
CP012523.1	2	2	2	2
CP012526.1	1	1	1	1
CP012526.2	0	0	0	0
CP012526.3	0	0	0	0
CP012554.1	0	0	0	0
CP012554.2	0	3	0	0
CP012554.3	0	0	0	0
CP012554.4	0	0	0	0
CP012554.5	0	0	0	0
CP012554.6	0	0	0	0
CP012590.1	0	0	0	0
CP012590.2	0	0	0	0
CP012590.3	0	0	0	0
CP012600.1	0	0	0	0
CP012600.10	0	0	0	0
CP012600.2	0	0	0	0
CP012600.3	0	0	0	0
CP012600.4	0	0	0	0
CP012600.5	1	1	0	0
CP012600.6	0	0	0	0
CP012600.7	0	0	0	0
CP012600.8	0	0	0	0
CP012600.9	1	1	1	0
CP012639.1	0	0	0	0
CP012639.10	0	0	0	0
CP012639.11	0	0	0	0
CP012639.12	0	0	0	0
CP012639.13	0	0	0	0
CP012639.14	0	0	0	0
CP012639.2	0	0	0	0
CP012639.3	0	1	0	0
CP012639.4	0	0	0	0
CP012639.5	0	0	0	0
CP012639.6	0	0	0	0
CP012639.7	0	1	0	1
CP012639.8	0	0	0	0
CP012639.9	0	0	0	0
CP012647.1	0	0	0	0
CP012647.2	0	0	0	0
CP012665.1	0	0	0	0
CP012665.2	0	0	0	0
CP012665.3	0	0	0	0
CP012665.4	0	0	0	0
CP012676.1	0	0	0	0
CP012676.2	0	0	0	0
CP012676.3	0	0	0	0
CP012676.4	0	0	0	0
CP012676.5	0	0	0	0
CP012676.6	0	0	0	0
CP012676.7	0	0	0	0
CP012676.8	0	0	0	0
CP012680.1	0	0	0	0
CP012680.10	0	0	0	1
CP012680.11	0	0	0	0
CP012680.12	0	0	0	0
CP012680.13	0	2	0	0
CP012680.14	0	0	0	0
CP012680.15	0	0	0	0
CP012680.2	0	0	0	0
CP012680.3	0	0	0	0
CP012680.4	0	0	0	0
CP012680.5	0	0	0	0
CP012680.6	0	0	0	0
CP012680.7	0	0	0	0
CP012680.8	0	0	0	0
CP012680.9	0	0	0	0
CP012685.1	0	1	0	0
CP012685.10	0	1	0	2
CP012685.11	0	0	0	0
CP012685.12	0	0	0	0
CP012685.13	0	0	0	0
CP012685.2	0	0	0	0
CP012685.3	0	0	0	0
CP012685.4	0	1	0	0
CP012685.5	0	2	0	0
CP012685.6	0	0	0	0
CP012685.7	0	0	0	1
CP012685.8	0	0	0	0
CP012685.9	0	0	0	0
CP012688.1	0	0	0	0
CP012688.2	0	0	0	0
CP012688.3	2	0	0	0
CP012688.4	1	0	0	0
CP012688.5	1	1	0	0
CP012688.6	0	0	0	0
CP012697.1	0	0	0	0
CP012697.2	0	0	0	0
CP012697.3	0	0	0	0
CP012697.4	0	0	0	0
CP012697.5	0	0	0	0
CP012697.6	0	1	0	0
CP012697.7	0	0	0	0
CP012697.8	0	0	0	0
CP012700.1	0	0	0	0
CP012700.2	0	0	0	0
CP012700.3	0	0	0	0
CP012700.4	0	0	0	0
CP012700.5	0	7	0	1
CP012700.6	0	0	0	0
CP012700.7	0	0	0	0
CP012700.8	0	0	0	0
CP012700.9	0	0	0	0
CP012712.1	0	1	0	0
CP012712.2	0	0	0	0
CP012712.3	0	0	0	0
CP012712.4	0	0	0	0
CP012712.5	0	0	0	0
CP012746.1	0	0	0	0
CP012746.2	1	0	0	0
CP012746.3	0	0	0	0
CP012746.4	0	0	0	0
CP012746.5	0	0	0	0
CP012747.1	0	0	0	0
CP012747.2	0	0	0	0
CP012747.3	0	0	0	0
CP012747.4	2	2	1	1
CP012747.5	0	0	0	0
CP012747.6	0	0	0	0
CP012747.7	0	0	0	0
CP012747.8	0	0	0	0
CP012752.1	0	0	0	0
CP012752.10	0	0	0	0
CP012752.11	0	0	0	0
CP012752.12	0	0	0	0
CP012752.13	1	3	1	1
CP012752.14	3	3	2	1
CP012752.15	0	0	0	0
CP012752.16	0	2	0	1
CP012752.17	0	0	0	0
CP012752.18	0	0	0	0
CP012752.19	2	3	0	0
CP012752.2	0	0	0	0
CP012752.20	0	0	0	0
CP012752.21	1	0	0	0
CP012752.22	0	0	0	0
CP012752.23	0	0	0	0
CP012752.24	0	0	0	0
CP012752.25	0	0	0	0
CP012752.26	0	0	0	0
CP012752.27	0	0	0	0
CP012752.28	11	8	6	2
CP012752.29	0	0	0	0
CP012752.3	0	0	0	1
CP012752.30	1	1	1	2
CP012752.31	0	0	0	0
CP012752.32	1	1	1	0
CP012752.33	1	1	1	0
CP012752.34	0	0	0	0
CP012752.35	0	0	0	0
CP012752.36	1	2	0	0
CP012752.37	0	0	0	0
CP012752.38	0	0	0	0
CP012752.39	0	0	0	0
CP012752.4	0	0	0	0
CP012752.40	0	0	0	0
CP012752.41	0	0	0	0
CP012752.42	15	15	8	1
CP012752.43	0	0	0	0
CP012752.44	0	0	0	0
CP012752.45	0	0	0	0
CP012752.46	0	0	0	0
CP012752.47	0	0	0	0
CP012752.48	0	0	0	0
CP012752.49	0	0	0	0
CP012752.5	0	0	0	0
CP012752.6	0	0	0	0
CP012752.7	0	0	0	1
CP012752.8	0	0	0	0
CP012752.9	0	0	0	0
CP012830.1	0	0	0	0
CP012830.10	0	0	0	0
CP012830.11	0	0	0	0
CP012830.12	0	0	0	0
CP012830.13	0	0	0	0
CP012830.14	0	0	0	0
CP012830.15	0	1	0	0
CP012830.2	0	0	0	0
CP012830.3	0	0	0	0
CP012830.4	0	0	0	0
CP012830.5	0	0	0	0
CP012830.6	0	0	0	0
CP012830.7	0	0	0	0
CP012830.8	0	0	0	0
CP012830.9	0	0	0	0
CP012831.1	0	0	0	0
CP012831.10	0	0	0	0
CP012831.11	0	0	0	0
CP012831.12	0	2	0	0
CP012831.13	0	0	0	0
CP012831.14	0	0	0	1
CP012831.15	0	0	0	0
CP012831.16	1	1	0	1
CP012831.17	0	0	0	0
CP012831.18	0	0	0	0
CP012831.19	0	0	0	0
CP012831.2	0	0	0	0
CP012831.20	0	0	0	0
CP012831.21	0	0	0	1
CP012831.22	0	0	0	0
CP012831.3	0	0	0	0
CP012831.4	0	0	0	0
CP012831.5	0	0	0	0
CP012831.6	0	0	0	0
CP012831.7	0	0	0	0
CP012831.8	0	0	0	0
CP012831.9	0	0	0	0
CP012837.1	0	0	0	0
CP012837.2	1	0	0	0
CP012837.3	0	0	0	0
CP012837.4	0	0	0	0
CP012837.5	0	0	0	0
CP012837.6	0	0	0	0
CP012851.1	0	0	0	0
CP012851.2	0	0	0	0
CP012851.3	0	0	0	0
CP012851.4	0	0	0	0
CP012851.5	1	1	1	1
CP012851.6	0	0	0	0
CP012851.7	0	0	0	0
CP012851.8	0	0	0	0
CP012871.1	0	2	0	0
CP012871.2	0	0	0	0
CP012871.3	0	0	0	0
CP012871.4	0	0	0	0
CP012871.5	0	0	0	0
CP012871.6	0	0	0	0
CP012871.7	0	0	0	0
CP012883.1	0	0	0	0
CP012883.2	0	0	0	0
CP012883.3	0	0	0	0
CP012883.4	0	0	0	0
CP012883.5	0	2	0	0
CP012883.6	0	0	0	0
CP012982.1	0	0	0	0
CP012982.2	0	0	0	0
CP012982.3	0	0	0	0
CP012982.4	0	0	0	0
CP012982.5	0	0	0	0
CP012982.6	0	0	0	0
CP012982.7	0	0	0	0
CP012996.1	0	0	0	0
CP012996.10	0	0	0	0
CP012996.11	0	0	0	0
CP012996.12	0	0	0	0
CP012996.13	0	0	0	0
CP012996.14	0	0	0	0
CP012996.15	0	0	0	0
CP012996.2	0	0	0	0
CP012996.3	0	0	0	0
CP012996.4	0	0	0	0
CP012996.5	1	1	0	0
CP012996.6	0	0	0	0
CP012996.7	1	0	0	0
CP012996.8	0	0	0	0
CP012996.9	0	0	0	0
CP013023.1	0	0	0	0
CP013023.10	1	0	0	0
CP013023.11	0	1	0	0
CP013023.12	0	0	0	0
CP013023.2	0	0	0	0
CP013023.3	0	0	0	0
CP013023.4	0	0	0	0
CP013023.5	0	0	0	0
CP013023.6	0	0	0	0
CP013023.7	0	0	0	0
CP013023.8	0	0	0	0
CP013023.9	0	1	0	0
CP013046.1	0	0	0	0
CP013046.10	0	0	0	0
CP013046.11	0	0	0	0
CP013046.12	0	1	0	2
CP013046.2	1	1	0	0
CP013046.3	0	0	0	0
CP013046.4	0	0	0	0
CP013046.5	0	1	0	0
CP013046.6	0	0	0	1
CP013046.7	0	0	0	0
CP013046.8	0	0	0	1
CP013046.9	0	0	0	0
CP013049.1	1	2	0	0
CP013049.10	1	1	0	0
CP013049.11	0	0	0	0
CP013049.12	0	0	0	0
